experiment, filename , dur , f0mnhz , f0mdhz , f0sdhz , f0mihz , f0mahz , f0rghz , f0mnvst , f0mdvst , f0sdvst , f0mivst , f0mavst , f0rgvst, inmn , inmd , inrange , jitloc , jitrap , jitppq5 , periodsd , shimloc , shimapq11 , shimapq3 , h1mh2mn , slopen0114 , slopen5228 , mnHNR , mnNHR, jitlocvr , jitrapvr , shimlocvr , shimapq3vr 
F0,eq_16Perc_LoF0_2_9_con,1.918,164.8,157.1,36.9,123.5,243.7,120.2,88,87.55,3.54,3.65,15.42,11.76,70,69,19.2,0.01689,0.00594,0.01071,0.0014,0.15521,0.09403,0.06696,2.34,-17.2,-20.5,12,0.2186,0.01689,0.00594,0.15521,0.06696
F0,eq_16Perc_LoF0_3_10_con,1.617,88.7,86.4,8.9,76,103.8,27.8,77.56,77.2,1.72,-4.75,0.65,5.4,70,66.5,21,0.02287,0.00688,0.0135,0.001,0.15529,0.11756,0.05203,4.75,-13.5,-22.1,11.3,0.1684,0.02287,0.00688,0.15529,0.05203
F0,eq_16Perc_LoF0_3_1_con,1.544,93.3,96,8.2,76.1,104.7,28.5,78.45,79.02,1.58,-4.72,0.78,5.5,70,67.9,31.1,0.02464,0.00755,0.01122,0.001,0.12888,0.10304,0.03966,-3.28,-17.3,-19.9,11.5,0.2163,0.02464,0.00755,0.12888,0.03966
F0,eq_16Perc_LoF0_3_2_con,1.772,89.6,85,10.2,77.6,109.7,32.1,77.72,76.91,1.9,-4.39,1.6,5.99,70,67.4,26,0.02244,0.00879,0.01675,0.0012,0.10223,0.07657,0.03559,-0.58,-15.5,-14.8,13.4,0.1143,0.02244,0.00879,0.10223,0.03559
F0,eq_16Perc_LoF0_3_4_con,1.734,89.2,89.1,9,76.5,109.9,33.4,77.65,77.72,1.73,-4.64,1.63,6.27,70,67.5,30.8,0.01943,0.00709,0.01162,0.0011,0.10349,0.14196,0.03625,-1.85,-12.3,-16.1,13,0.1385,0.01943,0.00709,0.10349,0.03625
F0,eq_16Perc_LoF0_3_5_con,2.287,83,82.4,5.5,75.4,97.4,22,76.47,76.37,1.12,-4.89,-0.45,4.43,70,67.9,21.9,0.02272,0.00786,0.01495,0.0008,0.13025,--undefined--,0.04934,-1.13,-15,-14.6,11.7,0.1512,0.02272,0.00786,0.13025,0.04934
F0,eq_16Perc_LoF0_3_6_con,1.949,91.4,92.7,8.7,75.4,104,28.6,78.08,78.41,1.67,-4.89,0.65,5.54,70,67.2,23.7,0.01653,0.00479,0.00824,0.001,0.12961,0.1562,0.04186,1.03,-15.2,-20.1,13.7,0.1087,0.01653,0.00479,0.12961,0.04186
F0,eq_16Perc_LoF0_3_7_con,1.799,95.2,94,14.8,76.2,116.3,40.1,78.67,78.65,2.7,-4.7,2.62,7.32,70,66.2,21,0.02127,0.00635,0.01271,0.0015,0.12374,0.12639,0.04146,0.5,-15,-19.5,12.2,0.1771,0.02127,0.00635,0.12374,0.04146
F0,eq_16Perc_LoF0_3_9_con,1.834,90.6,86.1,12.3,76.1,123.3,47.1,77.88,77.14,2.18,-4.72,3.62,8.34,70,67.3,26.2,0.02376,0.00865,0.01657,0.0015,0.14905,0.10972,0.05536,-0.37,-17.9,-19.2,11.2,0.1678,0.02376,0.00865,0.14905,0.05536
F0,eq_16Perc_LoF0_4_10_con,2.848,159,160.6,20.3,111.5,193.8,82.3,87.61,87.93,2.25,1.89,11.45,9.56,70,67,26.7,0.01001,0.00246,0.00484,0.0008,0.06356,0.04564,0.02254,2.17,-13.5,-15.9,17.2,0.0919,0.01001,0.00246,0.06356,0.02254
F0,eq_16Perc_LoF0_4_1_con,2.242,165.6,174.2,26.7,116.4,212.9,96.5,88.22,89.33,2.91,2.63,13.08,10.45,70,67.4,31.2,0.01108,0.00176,0.00376,0.001,0.08961,0.08491,0.02638,4.58,-15.6,-20.6,16.3,0.0899,0.01108,0.00176,0.08961,0.02638
F0,eq_16Perc_LoF0_4_2_con,2.343,158.4,149.5,24.6,119.8,199.1,79.3,87.48,86.69,2.67,3.14,11.92,8.78,70,67.5,29.6,0.01068,0.00277,0.00469,0.0009,0.07487,0.06306,0.02337,3.61,-16.1,-19.1,16.9,0.1128,0.01068,0.00277,0.07487,0.02337
F0,eq_16Perc_LoF0_4_4_con,2.66,161.1,159.7,28.1,111.8,239,127.2,87.73,87.83,2.92,1.94,15.09,13.15,70,67.5,41.3,0.01171,0.00262,0.00525,0.001,0.09271,0.07108,0.02348,6.12,-13.8,-15.2,16.1,0.0857,0.01171,0.00262,0.09271,0.02348
F0,eq_16Perc_LoF0_4_5_con,3.071,149.9,147.6,19.4,112.2,219.5,107.3,86.59,86.46,2.17,1.99,13.61,11.62,70,68.4,21.9,0.01463,0.00285,0.00645,0.0008,0.0888,0.09171,0.03186,3.62,-14.3,-14.7,15,0.1086,0.01463,0.00285,0.0888,0.03186
F0,eq_16Perc_LoF0_4_6_con,2.928,147.3,141.6,24.6,105.5,203.6,98.1,86.2,85.75,2.8,0.93,12.31,11.38,70,67.1,23,0.01129,0.00281,0.00528,0.0011,0.10003,0.09138,0.04437,7.71,-13.5,-17.9,15.9,0.0944,0.01129,0.00281,0.10003,0.04437
F0,eq_16Perc_LoF0_4_7_con,2.589,152.4,140.7,28.6,113,222.7,109.6,86.73,85.64,3.09,2.12,13.86,11.74,70,67.1,29.3,0.0104,0.00205,0.00425,0.0013,0.08319,0.07422,0.02553,3.25,-15.7,-20.5,15.8,0.0869,0.0104,0.00205,0.08319,0.02553
F0,eq_16Perc_LoF0_4_9_con,2.532,162.9,159.9,37.2,108.9,246.9,138,87.76,87.85,3.71,1.48,15.65,14.17,70,68.7,25,0.00963,0.00167,0.00361,0.0013,0.09459,0.09805,0.03579,1.59,-14.3,-16.3,16.4,0.0903,0.00963,0.00167,0.09459,0.03579
F0,eq_16Perc_LoF0_5_10_con,2.091,173.8,173.8,16.1,140.8,206.2,65.4,89.22,89.3,1.61,5.92,12.53,6.6,70,69.5,20.1,0.00727,0.00149,0.00298,0.0006,0.06993,0.04336,0.02438,2.2,-14.9,-18,17,0.072,0.00727,0.00149,0.06993,0.02438
F0,eq_16Perc_LoF0_5_1_con,1.909,179.6,178.6,22.3,143.2,223.7,80.4,89.73,89.77,2.12,6.25,13.94,7.69,70,69.1,29.3,0.00805,0.00164,0.0035,0.0007,0.08207,0.1188,0.02807,4.42,-13.9,-19.4,16,0.0906,0.00805,0.00164,0.08207,0.02807
F0,eq_16Perc_LoF0_5_2_con,1.994,194.6,194.9,27.3,157.9,242.7,84.8,91.08,91.28,2.41,7.91,15.35,7.44,70,69.9,29.6,0.00716,0.00224,0.00407,0.0007,0.08904,0.07211,0.02642,2.74,-13.5,-14.4,17.7,0.0887,0.00716,0.00224,0.08904,0.02642
F0,eq_16Perc_LoF0_5_4_con,2.111,183.5,189.1,20.4,141,219.5,78.5,90.13,90.75,1.95,6,13.52,7.52,70,69.6,32.1,0.00803,0.0017,0.00319,0.0006,0.12885,0.08504,0.05605,0.61,-13.7,-15.6,16.4,0.0889,0.00803,0.0017,0.12885,0.05605
F0,eq_16Perc_LoF0_5_5_con,2.36,185,177.3,29.1,145.7,243.1,97.4,90.17,89.64,2.66,6.52,15.38,8.86,70,69,20.8,0.00767,0.00136,0.00274,0.0008,0.10004,0.12579,0.03282,1.01,-12.1,-12.8,15.7,0.0745,0.00767,0.00136,0.10004,0.03282
F0,eq_16Perc_LoF0_5_6_con,2.081,185.2,180.8,23.2,143.1,223.5,80.4,90.26,89.98,2.17,6.21,13.92,7.72,70,67.7,20.2,0.00762,0.00185,0.00378,0.0007,0.08771,0.09208,0.03338,1.9,-13.4,-19.5,17.9,0.0597,0.00762,0.00185,0.08771,0.03338
F0,eq_16Perc_LoF0_5_7_con,2.226,193.6,185.7,32.1,141.4,264,122.6,90.93,90.44,2.82,6.07,16.81,10.73,70,69.2,23.8,0.00945,0.00208,0.00431,0.0009,0.08145,0.07554,0.02395,1.76,-11.5,-15.5,16.3,0.0827,0.00945,0.00208,0.08145,0.02395
F0,eq_16Perc_LoF0_5_9_con,1.991,196.1,182.6,42.3,146.2,288.2,142,91.02,90.15,3.48,6.61,18.33,11.72,70,68,21.9,0.00661,0.00116,0.0024,0.001,0.08496,0.09984,0.02522,-1.2,-11.9,-20.3,16.4,0.0733,0.00661,0.00116,0.08496,0.02522
F0,eq_16Perc_LoF0_6_10_con,1.984,161.4,160.7,13.8,125.8,187.7,61.9,87.94,87.94,1.51,3.97,10.9,6.92,70,67.7,19.1,0.00751,0.00123,0.00271,0.0005,0.07874,0.07849,0.02081,3.97,-15.3,-26.2,19,0.0425,0.00751,0.00123,0.07874,0.02081
F0,eq_16Perc_LoF0_6_1_con,2.068,163.3,157.6,21.8,126.4,221,94.7,88.07,87.6,2.26,4.06,13.73,9.68,70,68,25.1,0.01082,0.00225,0.00351,0.0008,0.084,0.06779,0.02074,3.22,-15,-21.6,17.1,0.0701,0.01082,0.00225,0.084,0.02074
F0,eq_16Perc_LoF0_6_2_con,2.056,158.8,154.5,16.1,135.7,188.1,52.4,87.64,87.25,1.73,5.29,10.94,5.65,70,68.6,29.8,0.00747,0.00221,0.00369,0.0006,0.06327,0.06942,0.01943,0.64,-20.2,-20,19.1,0.0562,0.00747,0.00221,0.06327,0.01943
F0,eq_16Perc_LoF0_6_4_con,2.808,159,163.9,17.9,121.4,197.5,76.1,87.64,88.28,1.98,3.36,11.78,8.42,70,68.2,29.5,0.00973,0.00203,0.00447,0.0007,0.06976,0.06747,0.02549,2.18,-18,-21.4,19.2,0.0568,0.00973,0.00203,0.06976,0.02549
F0,eq_16Perc_LoF0_6_5_con,2.668,165.7,162.5,25,114,228,114,88.27,88.13,2.56,2.29,14.27,11.98,70,68.6,19,0.01117,0.00165,0.00377,0.0009,0.0905,0.09006,0.03009,5.09,-16,-21.3,16.7,0.0598,0.01117,0.00165,0.0905,0.03009
F0,eq_16Perc_LoF0_6_6_con,2.11,163.6,162.1,18.2,133.5,196,62.5,88.14,88.09,1.92,5.02,11.65,6.63,70,68.7,19.3,0.00696,0.0015,0.00318,0.0007,0.07908,0.0906,0.02636,-0.54,-13.6,-24.3,19.1,0.0464,0.00696,0.0015,0.07908,0.02636
F0,eq_16Perc_LoF0_6_7_con,2.377,154,149,16.2,126.2,194.7,68.5,87.11,86.63,1.79,4.03,11.52,7.5,70,68.6,23.5,0.00933,0.00244,0.00475,0.0007,0.0864,0.09445,0.0305,4.62,-17.9,-21.4,17.2,0.0785,0.00933,0.00244,0.0864,0.0305
F0,eq_16Perc_LoF0_6_9_con,2.296,158.5,156.4,22.2,127.7,216.9,89.2,87.54,87.46,2.33,4.24,13.41,9.17,70,69.8,18.7,0.00698,0.00126,0.00271,0.0009,0.07152,0.06184,0.0255,3.06,-15.8,-22,18.3,0.0485,0.00698,0.00126,0.07152,0.0255
F0,eq_16Perc_LoF0_7_10_con,1.92,92.4,92.8,8.4,76.6,107.7,31.1,78.28,78.43,1.59,-4.6,1.29,5.9,70,67.6,20.7,0.0177,0.0064,0.01145,0.001,0.0991,0.09904,0.03155,-1.53,-19.3,-22.8,14.4,0.0812,0.0177,0.0064,0.0991,0.03155
F0,eq_16Perc_LoF0_7_1_con,1.793,95.3,93.4,8.8,81.5,110.9,29.4,78.82,78.54,1.6,-3.55,1.79,5.34,70,67.1,27.7,0.01372,0.00392,0.00809,0.001,0.14638,0.2334,0.05858,-2.84,-18.3,-18.8,12.8,0.0909,0.01372,0.00392,0.14638,0.05858
F0,eq_16Perc_LoF0_7_2_con,1.914,96.5,97.6,9,80.8,111,30.1,79.04,79.3,1.63,-3.68,1.81,5.48,70,69,29.2,0.01206,0.00349,0.00715,0.001,0.16611,0.22035,0.05881,-0.5,-19,-15.7,14.2,0.0815,0.01206,0.00349,0.16611,0.05881
F0,eq_16Perc_LoF0_7_4_con,2.065,97.7,99,5.3,83.3,107.1,23.8,79.29,79.55,0.95,-3.13,1.19,4.32,70,67.7,34.2,0.01024,0.00316,0.00577,0.0005,0.12388,0.0882,0.0451,0.004,-22.3,-18.3,14.9,0.0984,0.01024,0.00316,0.12388,0.0451
F0,eq_16Perc_LoF0_7_5_con,2.621,89.4,88.1,6.3,77.9,103.7,25.8,77.74,77.53,1.21,-4.31,0.63,4.94,70,68.5,19.9,0.01491,0.00504,0.00995,0.0022,0.11569,0.13892,0.0413,-1.7,-17.4,-18.3,13.2,0.1303,0.01491,0.00504,0.11569,0.0413
F0,eq_16Perc_LoF0_7_6_con,2.025,93.7,92.4,6.6,80.6,108.2,27.6,78.56,78.35,1.22,-3.73,1.37,5.09,70,67.9,16.8,0.01631,0.00546,0.01037,0.0007,0.15689,0.07242,0.07581,0.49,-16.5,-22.8,12.9,0.1165,0.01631,0.00546,0.15689,0.07581
F0,eq_16Perc_LoF0_7_7_con,1.921,98.9,97.9,9.2,84.8,123.3,38.5,79.46,79.36,1.59,-2.84,3.62,6.47,70,68.3,22.9,0.01989,0.00778,0.0124,0.001,0.13063,0.13954,0.04688,0.27,-20.2,-18.6,12.4,0.176,0.01989,0.00778,0.13063,0.04688
F0,eq_16Perc_LoF0_7_9_con,1.92,94.3,91.2,11.5,77.4,123.1,45.7,78.6,78.12,2.03,-4.44,3.59,8.03,70,68.3,21.7,0.01646,0.00474,0.00928,0.0012,0.16862,0.12667,0.0674,-0.78,-17.6,-21.6,13.8,0.1173,0.01646,0.00474,0.16862,0.0674
F0,eq_16Perc_LoF0_8_10_con,1.452,101.1,101.9,7.1,83.4,114.9,31.5,79.87,80.05,1.22,-3.14,2.41,5.55,70,67.7,21.5,0.01545,0.00457,0.01,0.0007,0.17308,0.25553,0.06804,-1.37,-15.9,-22.1,12.6,0.1395,0.01545,0.00457,0.17308,0.06804
F0,eq_16Perc_LoF0_8_1_con,1.531,95.7,96.6,5.7,84.7,110.4,25.7,78.94,79.14,1.02,-2.85,1.72,4.57,70,67,24.7,0.01796,0.00614,0.012,0.0006,0.14542,0.21212,0.04298,-0.83,-14.8,-18.7,12,0.1289,0.01796,0.00614,0.14542,0.04298
F0,eq_16Perc_LoF0_8_2_con,1.562,103.4,104.6,8.4,79.8,115.1,35.3,80.25,80.5,1.45,-3.91,2.42,6.33,70,67.9,24.8,0.01805,0.00558,0.01165,0.0008,0.15799,0.13347,0.05394,-0.11,-17.3,-14.1,11.7,0.1685,0.01805,0.00558,0.15799,0.05394
F0,eq_16Perc_LoF0_8_4_con,1.876,101.1,103.2,6.1,86.1,111,24.9,79.88,80.27,1.07,-2.59,1.81,4.4,70,66.4,39.2,0.01247,0.00374,0.00773,0.0006,0.11365,0.09433,0.03863,-2.62,-17.1,-17.7,13.9,0.1063,0.01247,0.00374,0.11365,0.03863
F0,eq_16Perc_LoF0_8_5_con,1.95,98.9,97.7,11.1,80,119.6,39.6,79.42,79.32,1.94,-3.82,3.1,6.92,70,68.4,22.4,0.0191,0.00576,0.01115,0.0011,0.14487,0.14264,0.04665,0.81,-16.1,-18.1,11.7,0.1547,0.0191,0.00576,0.14487,0.04665
F0,eq_16Perc_LoF0_8_6_con,1.671,101.2,98.5,8.8,85.1,115.1,30,79.87,79.46,1.51,-2.79,2.44,5.23,70,65.8,21.4,0.02196,0.00898,0.01616,0.0009,0.13583,0.11317,0.04819,-0.85,-15.4,-22.5,12,0.1609,0.02196,0.00898,0.13583,0.04819
F0,eq_16Perc_LoF0_8_7_con,1.652,104.3,101.8,12.1,85.6,136.2,50.7,80.35,80.04,1.92,-2.7,5.35,8.05,70,65.8,31.1,0.01844,0.00571,0.01173,0.0011,0.10967,0.09339,0.03918,0.12,-16.2,-18.3,11.8,0.1337,0.01844,0.00571,0.10967,0.03918
F0,eq_16Perc_LoF0_8_9_con,1.538,108.3,102.1,17.5,86.9,147.9,61,80.91,80.09,2.62,-2.43,6.76,9.19,70,68.3,26.8,0.0157,0.00442,0.0094,0.0014,0.15993,0.27081,0.04622,-2.86,-15.1,-21.7,12.7,0.1422,0.0157,0.00442,0.15993,0.04622
F0,eq_1_10_con,1.923,92.1,87.8,12.9,75.4,115.3,39.9,78.13,77.47,2.39,-4.89,2.46,7.35,70,67.9,25.7,0.02223,0.00791,0.01137,0.0016,0.11785,0.10395,0.05029,-3.15,-19.2,-23.5,13.2,0.1434,0.02223,0.00791,0.11785,0.05029
F0,eq_1_1_con,1.797,94.5,93,13.2,75.5,114.9,39.4,78.59,78.48,2.4,-4.83,2.38,7.21,70,69.7,20.7,0.02815,0.01268,0.01657,0.0014,0.09661,0.10573,0.03797,-0.04,-18.1,-20.2,12.3,0.1471,0.02815,0.01268,0.09661,0.03797
F0,eq_1_2_con,1.829,96.8,99.3,13.5,76.3,120.8,44.5,79,79.6,2.45,-4.68,3.27,7.95,70,68.6,23.8,0.02425,0.00879,0.01604,0.0025,0.12391,0.18916,0.06016,-3.44,-18.5,-17,12.2,0.1737,0.02452,0.00889,0.12391,0.06016
F0,eq_1_4_con,1.636,97.3,98.6,8.4,83.1,111.7,28.6,79.19,79.48,1.5,-3.2,1.91,5.12,70,69.6,27.8,0.01619,0.00487,0.00956,0.0009,0.12251,0.09797,0.04648,-5.21,-16.5,-16.2,13.7,0.0907,0.01619,0.00487,0.12251,0.04648
F0,eq_1_5_con,2.786,92.2,92.5,10.7,75.5,120.9,45.4,78.21,78.38,1.97,-4.83,3.28,8.11,70,69.2,20.3,0.02423,0.00964,0.0148,0.0012,0.10889,0.12099,0.04783,-3.72,-15.7,-14.8,12.2,0.1318,0.02423,0.00964,0.10889,0.04783
F0,eq_1_6_con,2.007,96.6,99.1,11.5,76.2,115.6,39.4,79.01,79.57,2.11,-4.7,2.51,7.21,70,67.6,25.3,0.02611,0.00937,0.01489,0.0013,0.14622,0.1043,0.06094,-4.44,-19.8,-23.6,12.2,0.1831,0.02611,0.00937,0.14622,0.06094
F0,eq_1_7_con,1.856,92.3,87.3,12.9,76.8,119,42.2,78.17,77.37,2.36,-4.56,3.01,7.58,70,68.4,25.2,0.01549,0.00508,0.0092,0.0015,0.10943,0.07074,0.03187,-1.93,-14.1,-21.2,13.8,0.1209,0.01549,0.00508,0.10943,0.03187
F0,eq_1_9_con,1.965,96.2,90.7,18.1,75.4,137.6,62.2,78.77,78.04,3.1,-4.89,5.53,10.42,70,69.2,15.9,0.01942,0.00564,0.01005,0.0018,0.14115,0.09295,0.05351,-3.2,-17.1,-20.9,12.9,0.1268,0.01942,0.00564,0.14115,0.05351
F0,eq_2_10_con,2.119,192.7,185.2,24,152.8,237,84.2,90.95,90.39,2.14,7.33,14.94,7.6,70,68.5,17.9,0.01096,0.00317,0.00614,0.0006,0.11185,0.06703,0.04594,4.21,-13.6,-14.7,12.5,0.1626,0.01096,0.00317,0.11185,0.04594
F0,eq_2_1_con,2.24,214.6,221.1,37.3,132,269.4,137.4,92.67,93.46,3.2,4.8,17.15,12.35,70,69.2,21.9,0.01102,0.00269,0.00536,0.0008,0.10612,0.09572,0.04454,3.53,-16,-17.5,14,0.1222,0.01102,0.00269,0.10612,0.04454
F0,eq_2_2_con,1.86,198.8,201.2,31.2,157.4,251.5,94,91.41,91.83,2.72,7.86,15.96,8.1,70,67.3,24.5,0.01259,0.00399,0.00596,0.0009,0.10126,0.09137,0.03396,-0.21,-18,-11.6,12.8,0.1805,0.01259,0.00399,0.10126,0.03396
F0,eq_2_4_con,2.091,198.1,199.2,20.1,165.8,240,74.2,91.47,91.66,1.76,8.76,15.16,6.4,70,67.4,27,0.01247,0.00401,0.00796,0.0005,0.10642,0.08333,0.04178,2.36,-14.7,-13.8,13.4,0.1457,0.01247,0.00401,0.10642,0.04178
F0,eq_2_5_con,2.54,188.7,184.3,24.3,94.8,237.9,143.1,90.55,90.31,2.57,-0.93,15,15.94,70,68.8,17.1,0.01196,0.00329,0.00596,0.001,0.11844,0.12467,0.0477,0.09,-13.9,-15.3,12.3,0.1582,0.01196,0.00329,0.11844,0.0477
F0,eq_2_6_con,2.419,200.7,191.4,30.5,162.5,266.3,103.8,91.6,90.96,2.52,8.41,16.95,8.55,70,68.6,15.9,0.01138,0.00364,0.00626,0.0011,0.13235,0.14206,0.0499,7.4,-14.8,-14.7,13.2,0.179,0.01138,0.00364,0.13235,0.0499
F0,eq_2_7_con,2.135,185.5,178.8,22.2,158.1,233.9,75.8,90.31,89.79,2,7.93,14.71,6.78,70,68.1,16.5,0.01235,0.00362,0.00707,0.0006,0.13445,0.12857,0.05827,0.72,-16.5,-15,12.4,0.1693,0.01235,0.00362,0.13445,0.05827
F0,eq_2_9_con,1.918,176.4,180.5,58.6,77.5,290.2,212.6,88.47,89.95,6.42,-4.4,18.44,22.84,70,69,19.8,0.01433,0.00452,0.00692,0.0023,0.10371,0.08212,0.0377,-3.42,-16.7,-21.4,12.2,0.1593,0.01433,0.00452,0.10371,0.0377
F0,eq_3_10_con,1.617,97.7,96.4,13.9,76.1,124.1,48,79.16,79.08,2.43,-4.74,3.73,8.47,70,66.6,21.7,0.02236,0.00655,0.013,0.0013,0.13191,0.19142,0.05018,3.22,-13.8,-21.4,11.5,0.153,0.02236,0.00655,0.13191,0.05018
F0,eq_3_1_con,1.544,104.1,108,13.8,78.9,124.7,45.8,80.27,81.07,2.36,-4.1,3.82,7.93,70,67.8,32.6,0.02236,0.00456,0.00969,0.0013,0.15562,0.13467,0.06204,0.06,-16.8,-19.1,11.7,0.1783,0.02236,0.00456,0.15562,0.06204
F0,eq_3_2_con,1.772,97,94.8,13.7,78.8,130.9,52.1,79.03,78.8,2.33,-4.13,4.66,8.79,70,67.2,26.7,0.02192,0.00619,0.01036,0.0014,0.14135,0.0913,0.05309,-1.01,-15.6,-14.5,12.8,0.1252,0.02192,0.00619,0.14135,0.05309
F0,eq_3_4_con,1.734,104.2,103.7,11.7,77.4,132.6,55.2,80.33,80.36,1.93,-4.44,4.82,9.26,70,67.5,30.2,0.01927,0.00614,0.01019,0.0011,0.11493,0.10586,0.04888,4.05,-12.3,-15.1,12.3,0.1402,0.01927,0.00614,0.11493,0.04888
F0,eq_3_5_con,2.287,93.3,92.9,9,76.1,116.5,40.3,78.45,78.46,1.67,-4.72,2.64,7.36,70,67.7,22.9,0.02275,0.00596,0.01175,0.001,0.13006,0.11629,0.04257,-2.02,-14.9,-14,11.1,0.1708,0.02275,0.00596,0.13006,0.04257
F0,eq_3_6_con,1.949,105.4,105.1,12.7,76.7,125.2,48.5,80.51,80.6,2.14,-4.54,3.86,8.4,70,67.1,24.8,0.01965,0.00587,0.01043,0.0012,0.12818,0.12505,0.04549,2.14,-15.1,-19.1,12.6,0.1213,0.01965,0.00587,0.12818,0.04549
F0,eq_3_7_con,1.799,101.2,94,19.9,75.9,138.9,62.9,79.61,78.66,3.26,-4.76,5.68,10.45,70,66.3,22.2,0.01888,0.00466,0.00969,0.0018,0.11333,0.15013,0.03232,4.2,-14.6,-17.9,12,0.1735,0.01888,0.00466,0.11333,0.03232
F0,eq_3_9_con,1.834,101.8,98.7,15.7,80.9,147.2,66.3,79.85,79.5,2.49,-3.67,6.69,10.36,70,67.2,27.4,0.02132,0.00537,0.01041,0.0015,0.12922,0.07248,0.0471,-2.52,-17.9,-19,11.1,0.1893,0.02132,0.00537,0.12922,0.0471
F0,eq_4_10_con,2.848,189.1,190.8,24.2,131.8,231.1,99.3,90.61,90.91,2.26,4.79,14.5,9.71,70,66.9,27.3,0.01114,0.00274,0.00539,0.0007,0.05663,0.04805,0.01694,3.73,-13.9,-16.5,17.5,0.0931,0.01114,0.00274,0.05663,0.01694
F0,eq_4_1_con,2.242,195.4,199.8,31.8,138.2,253.5,115.3,91.08,91.71,2.92,5.6,16.1,10.5,70,67.3,32.7,0.01289,0.00288,0.00556,0.0009,0.10092,0.10439,0.03104,4.39,-15.7,-19.9,16.4,0.0992,0.01289,0.00288,0.10092,0.03104
F0,eq_4_2_con,2.343,187.4,175.4,29.7,140.4,237.6,97.2,90.39,89.45,2.72,5.89,14.98,9.08,70,67.4,30.8,0.01258,0.00299,0.00545,0.0008,0.0867,0.06701,0.02513,4.66,-16.4,-19.2,17.1,0.1037,0.01258,0.00299,0.0867,0.02513
F0,eq_4_4_con,2.66,191.1,190.1,33.4,131.8,286.5,154.7,90.68,90.84,2.92,4.78,18.22,13.45,70,67.4,43.8,0.01261,0.00301,0.00592,0.0009,0.07475,0.06287,0.02043,2.92,-14,-15.3,16.5,0.0912,0.01261,0.00301,0.07475,0.02043
F0,eq_4_5_con,3.071,178.1,175.1,23.3,132.8,262.7,129.9,89.58,89.42,2.18,4.91,16.72,11.81,70,68,23.4,0.01394,0.00293,0.00596,0.0007,0.07125,0.05847,0.02432,3.83,-14.5,-15.3,15.6,0.0935,0.01394,0.00293,0.07125,0.02432
F0,eq_4_6_con,2.928,174.9,168.5,29.1,124,243.3,119.3,89.17,88.76,2.79,3.72,15.39,11.67,70,67.1,22.8,0.0114,0.00342,0.00618,0.0009,0.08228,0.0765,0.03301,5.19,-13.6,-17.6,15.8,0.0981,0.0114,0.00342,0.08228,0.03301
F0,eq_4_7_con,2.589,181.7,167.2,35.1,136.3,265.6,129.3,89.76,88.63,3.18,5.36,16.91,11.55,70,67.2,30.2,0.01421,0.00413,0.00824,0.0011,0.0997,0.07877,0.03181,4.52,-16.2,-20.4,15.2,0.1317,0.01421,0.00413,0.0997,0.03181
F0,eq_4_9_con,2.532,193.9,189.6,44,129.1,294.1,164.9,90.78,90.8,3.69,4.44,18.67,14.23,70,68.5,25.3,0.01068,0.00222,0.00459,0.0011,0.06973,0.06195,0.02188,-0.39,-14.4,-18.1,16.4,0.0885,0.01068,0.00222,0.06973,0.02188
F0,eq_5_10_con,2.091,206.9,205.6,19.4,166.5,247.4,81,92.24,92.2,1.63,8.82,15.68,6.86,70,69.4,21.2,0.01114,0.00318,0.0046,0.0007,0.06327,0.04531,0.0222,2.02,-15,-17.5,16.6,0.0908,0.01114,0.00318,0.06327,0.0222
F0,eq_5_1_con,1.909,213.5,211.9,26.7,169.5,270,100.5,92.73,92.73,2.13,9.14,17.2,8.06,70,69.1,30.8,0.01062,0.0027,0.00562,0.0006,0.10788,0.11251,0.03148,6.7,-14.5,-19.5,16.4,0.1021,0.01062,0.0027,0.10788,0.03148
F0,eq_5_2_con,1.994,231,229.7,32.6,187.2,292,104.8,94.05,94.12,2.42,10.86,18.54,7.68,70,69.7,31,0.00782,0.00201,0.00426,0.0006,0.093,0.11427,0.0301,1.8,-13.9,-15.1,18,0.0691,0.00782,0.00201,0.093,0.0301
F0,eq_5_4_con,2.111,217.2,219.4,24.5,168.9,270.3,101.4,93.04,93.33,1.97,9.13,17.1,7.97,70,69.5,33.4,0.00754,0.00189,0.00268,0.0005,0.08745,0.06503,0.02644,0.63,-14,-15.8,16.1,0.0704,0.00754,0.00189,0.08745,0.02644
F0,eq_5_5_con,2.36,219.6,209.6,34.3,172.5,290.7,118.2,93.14,92.54,2.63,9.44,18.47,9.03,70,69.2,22.4,0.01034,0.00259,0.00532,0.0007,0.08647,0.09321,0.02407,-1.13,-12.5,-13.7,16,0.0874,0.01034,0.00259,0.08647,0.02407
F0,eq_5_6_con,2.081,220,214.7,27.7,169.9,266.2,96.3,93.24,92.95,2.18,9.18,16.94,7.77,70,67.7,21.3,0.00719,0.00165,0.00346,0.0006,0.07875,0.08237,0.0272,5.13,-13.4,-19.7,18.1,0.0477,0.00719,0.00165,0.07875,0.0272
F0,eq_5_7_con,2.226,230.7,221.1,38.6,166.7,338.2,171.5,93.96,93.46,2.83,8.89,21.1,12.2,70,69.1,25.2,0.0093,0.00217,0.00442,0.0007,0.09619,0.08761,0.02634,4.19,-11.8,-17,16.6,0.0881,0.0093,0.00217,0.09619,0.02634
