experiment, filename , dur , f0mnhz , f0mdhz , f0sdhz , f0mihz , f0mahz , f0rghz , f0mnvst , f0mdvst , f0sdvst , f0mivst , f0mavst , f0rgvst, inmn , inmd , inrange , jitloc , jitrap , jitppq5 , periodsd , shimloc , shimapq11 , shimapq3 , h1mh2mn , slopen0114 , slopen5228 , mnHNR , mnNHR, jitlocvr , jitrapvr , shimlocvr , shimapq3vr 
F0,eq_5_9_con,1.991,233.4,217.9,50.1,176.8,344.4,167.6,94.03,93.21,3.47,9.86,21.4,11.54,70,68.4,23.1,0.00821,0.00207,0.00367,0.0009,0.09553,0.09327,0.0339,1.21,-13.9,-20.3,16.8,0.0658,0.00821,0.00207,0.09553,0.0339
F0,eq_6_10_con,1.984,191.6,190.7,16.5,149.8,223.6,73.8,90.92,90.9,1.52,7,13.93,6.93,70,67.7,20.5,0.00903,0.00225,0.00457,0.0005,0.07693,0.0891,0.01474,2.71,-15.7,-26.8,19.3,0.0567,0.00903,0.00225,0.07693,0.01474
F0,eq_6_1_con,2.068,193.5,187.2,25.8,150.8,262.4,111.6,91.01,90.58,2.25,7.12,16.7,9.58,70,68,26.4,0.01132,0.00242,0.0045,0.0007,0.0819,0.09942,0.02095,4.47,-15.3,-21.6,17.1,0.0729,0.01132,0.00242,0.0819,0.02095
F0,eq_6_2_con,2.056,188.8,183.3,19.3,157.2,224,66.9,90.64,90.22,1.74,7.83,13.96,6.14,70,68.5,31,0.00877,0.00233,0.00464,0.0005,0.06949,0.06742,0.02189,2.42,-20.2,-20.3,18.9,0.0608,0.00877,0.00233,0.06949,0.02189
F0,eq_6_4_con,2.808,189.6,196.5,21.1,142.9,235.6,92.7,90.69,91.42,1.97,6.25,14.83,8.58,70,67.9,31.5,0.00984,0.0025,0.00499,0.0006,0.05882,0.04366,0.01634,3.3,-18.3,-21,19.7,0.0487,0.00984,0.0025,0.05882,0.01634
F0,eq_6_5_con,2.668,197.3,193.4,29.7,137.6,274.2,136.6,91.3,91.15,2.56,5.52,17.46,11.94,70,68.5,19.8,0.01185,0.00245,0.00499,0.0008,0.07475,0.07406,0.02248,0.1,-16.2,-22.1,17,0.0607,0.01185,0.00245,0.07475,0.02248
F0,eq_6_6_con,2.11,193.9,191,21.6,155,237.7,82.6,91.08,90.93,1.92,7.59,14.99,7.4,70,68.6,20.3,0.00859,0.00226,0.00442,0.0006,0.07103,0.078,0.01992,2.94,-14.3,-23.9,19.2,0.0672,0.00859,0.00226,0.07103,0.01992
F0,eq_6_7_con,2.377,184.1,177.3,20.7,149.4,259.2,109.8,90.19,89.64,1.89,6.95,16.48,9.53,70,68.6,24,0.01048,0.00264,0.00481,0.0006,0.07143,0.07547,0.02268,4,-17.9,-21.6,17.2,0.0727,0.01048,0.00264,0.07143,0.02268
F0,eq_6_9_con,2.296,189,186.4,26.8,150,280.3,130.3,90.58,90.51,2.36,7.07,17.77,10.7,70,69.7,19.6,0.00888,0.00215,0.00436,0.0007,0.0839,0.0849,0.02266,2.5,-16.7,-22.8,18.2,0.0559,0.00888,0.00215,0.0839,0.02266
F0,eq_7_10_con,1.92,109.7,110.1,10.3,89.7,128.5,38.8,81.26,81.39,1.65,-1.84,4.35,6.19,70,67.8,21.2,0.01465,0.00486,0.00868,0.0008,0.13027,0.09062,0.06219,-1.47,-19.2,-21.6,13.8,0.0814,0.01465,0.00486,0.13027,0.06219
F0,eq_7_1_con,1.793,113.4,111.9,11.1,93.4,132.2,38.8,81.82,81.68,1.7,-1.17,4.83,6.01,70,67.1,29,0.01841,0.00671,0.01255,0.0008,0.14677,0.16329,0.05637,-2.21,-18.1,-18.1,11.6,0.1401,0.01841,0.00671,0.14677,0.05637
F0,eq_7_2_con,1.914,115,116.2,10.7,93.8,132.6,38.8,82.06,82.33,1.63,-1.08,4.88,5.97,70,68.8,30,0.01492,0.00549,0.00909,0.0008,0.13454,0.13984,0.05039,-1.71,-19,-15.3,13.7,0.0978,0.01492,0.00549,0.13454,0.05039
F0,eq_7_4_con,2.065,117,118.1,6,102.1,127.4,25.3,82.43,82.61,0.9,0.37,4.19,3.82,70,67.9,35.7,0.01681,0.00681,0.01068,0.0005,0.10075,0.06636,0.04378,1.94,-22.1,-16,13.9,0.1455,0.01681,0.00681,0.10075,0.04378
F0,eq_7_5_con,2.621,106.5,105.7,7.5,91,123.9,32.9,80.78,80.69,1.21,-1.59,3.71,5.3,70,68.7,19.4,0.01492,0.00528,0.00969,0.002,0.12264,0.12607,0.04701,-1.64,-17.8,-17.3,12.9,0.1346,0.01492,0.00528,0.12264,0.04701
F0,eq_7_6_con,2.025,111.1,109.1,8.5,94.5,128.8,34.3,81.5,81.23,1.32,-0.98,4.38,5.36,70,67.8,17.4,0.02061,0.00755,0.01329,0.0007,0.1212,0.21787,0.04076,0.54,-16.1,-20.9,11.8,0.1546,0.02061,0.00755,0.1212,0.04076
F0,eq_7_7_con,1.921,117.2,115.2,11,98.1,147.6,49.5,82.4,82.17,1.59,-0.33,6.73,7.06,70,68,24,0.01869,0.00739,0.01195,0.0008,0.12733,0.09305,0.06077,0.49,-20,-18.5,11.4,0.2074,0.01869,0.00739,0.12733,0.06077
F0,eq_7_9_con,1.92,113,108.7,13.7,92.1,147.2,55.1,81.72,81.17,2.02,-1.43,6.67,8.11,70,68.2,20.8,0.01878,0.0066,0.01061,0.0011,0.12073,0.07739,0.03904,1.3,-17.3,-21.2,13.3,0.111,0.01878,0.0066,0.12073,0.03904
F0,eq_8_10_con,1.452,120.7,121.1,8.1,101.3,137.6,36.3,82.94,83.04,1.17,0.23,5.53,5.3,70,68,22.3,0.01767,0.00601,0.01158,0.0006,0.15314,0.10598,0.0422,-0.95,-16.2,-20.1,12.5,0.1263,0.01767,0.00601,0.15314,0.0422
F0,eq_8_1_con,1.531,113.7,114.8,6.8,99.6,130.4,30.7,81.92,82.11,1.04,-0.05,4.59,4.64,70,66.4,26.1,0.0192,0.00656,0.01225,0.0005,0.13492,0.146,0.03662,-2.62,-15.3,-17.5,11.6,0.147,0.0192,0.00656,0.13492,0.03662
F0,eq_8_2_con,1.562,122.4,123.6,10.3,93.9,138.4,44.5,83.16,83.4,1.51,-1.09,5.59,6.68,70,68.1,25.7,0.02272,0.00791,0.01436,0.0007,0.14783,0.13656,0.03694,0.92,-17.2,-13.4,11.7,0.1905,0.02272,0.00791,0.14783,0.03694
F0,eq_8_4_con,1.876,121.1,123.1,6.6,103.4,133,29.7,83.01,83.32,0.97,0.58,4.94,4.36,70,66.1,40.3,0.01544,0.00507,0.01021,0.0005,0.09264,0.09004,0.02699,-2.46,-17.4,-16.4,13.7,0.1144,0.01544,0.00507,0.09264,0.02699
F0,eq_8_5_con,1.95,117.7,115.7,13.5,94.6,143.2,48.6,82.43,82.25,1.97,-0.96,6.22,7.18,70,68.5,23.3,0.02097,0.00723,0.0139,0.001,0.16545,0.24424,0.04851,-3.23,-16,-17.6,11.5,0.1625,0.02097,0.00723,0.16545,0.04851
F0,eq_8_6_con,1.671,119.4,117,10.7,100.6,137.9,37.3,82.73,82.44,1.55,0.1,5.55,5.45,70,65.9,22.5,0.01985,0.00694,0.01251,0.0008,0.13625,0.16075,0.04459,-0.95,-15,-22.6,11.5,0.1699,0.01985,0.00694,0.13625,0.04459
F0,eq_8_7_con,1.652,124.6,121,14.8,101.6,162.8,61.2,83.42,83.03,1.98,0.27,8.44,8.17,70,65.9,32,0.02038,0.00654,0.01251,0.001,0.1576,0.24557,0.04537,-0.83,-16.4,-18,11.7,0.1398,0.02038,0.00654,0.1576,0.04537
F0,eq_8_9_con,1.538,129.2,121.6,21.3,102.8,176.6,73.8,83.94,83.11,2.68,0.48,9.84,9.36,70,68.2,28.1,0.01658,0.0053,0.00985,0.0012,0.12234,0.12891,0.03854,-2.09,-15.2,-20.7,12.9,0.1446,0.01658,0.0053,0.12234,0.03854
Intensity,F0eq_Int_Orig_1_10_con,1.923,99,98.1,13.4,81,127.2,46.2,79.4,79.4,2.31,-3.66,4.16,7.82,64.3,61.7,25.8,0.01507,0.00353,0.00682,0.0013,0.12334,0.0775,0.0494,-1.04,-19.5,-23.2,14,0.1176,0.01507,0.00353,0.12334,0.0494
Intensity,F0eq_Int_Orig_1_1_con,1.797,100.2,98.4,14.2,80.3,123.3,43,79.59,79.45,2.43,-3.8,3.63,7.43,65,64.8,20.8,0.01766,0.00432,0.00869,0.0014,0.12106,0.12522,0.04722,-1.7,-19.1,-21.5,14.2,0.1096,0.01766,0.00432,0.12106,0.04722
Intensity,F0eq_Int_Orig_1_2_con,1.829,97.6,96.3,17.1,75.7,127,51.3,79.05,79.07,3,-4.83,4.13,8.95,65.3,63.6,24.2,0.01131,0.00367,0.00741,0.0027,0.15384,0.17246,0.07633,-4.83,-18.5,-16.9,14.5,0.1047,0.01141,0.0037,0.15384,0.07633
Intensity,F0eq_Int_Orig_1_4_con,1.636,100.1,101.3,8.7,83.2,114.8,31.6,79.68,79.95,1.5,-3.17,2.39,5.56,67.8,67.5,27.8,0.01241,0.00306,0.00666,0.0009,0.1324,0.18199,0.03968,-3.82,-17.3,-16,14.8,0.0752,0.01241,0.00306,0.1324,0.03968
Intensity,F0eq_Int_Orig_1_5_con,2.786,100,99.9,12.3,79.7,134.1,54.4,79.59,79.71,2.08,-3.93,5.08,9,67.2,66.3,20.5,0.01506,0.00459,0.00875,0.0012,0.09999,0.09419,0.03995,0.15,-15.9,-15.6,13.9,0.1107,0.01506,0.00459,0.09999,0.03995
Intensity,F0eq_Int_Orig_1_6_con,2.007,103.5,101.8,15.1,77.6,126.1,48.5,80.14,80.03,2.57,-4.38,4.01,8.4,65.3,62.3,26,0.01732,0.0062,0.00976,0.0014,0.10624,0.07661,0.04892,-3.24,-19.3,-24.8,13.9,0.1311,0.01732,0.0062,0.10624,0.04892
Intensity,F0eq_Int_Orig_1_7_con,1.856,99.5,95.5,13.8,80,135.5,55.5,79.49,78.93,2.35,-3.86,5.26,9.12,71.4,69.6,25.3,0.01612,0.00547,0.00935,0.0013,0.09307,0.06913,0.03135,-2.47,-13.8,-21.3,15,0.1175,0.01612,0.00547,0.09307,0.03135
Intensity,F0eq_Int_Orig_1_9_con,1.965,100.4,94.4,19.6,77.1,145.7,68.6,79.49,78.74,3.2,-4.5,6.52,11.02,67.1,66.6,14.8,0.01395,0.0036,0.00656,0.0018,0.16807,0.19048,0.06742,1.84,-17.9,-21.3,14.2,0.0963,0.01395,0.0036,0.16807,0.06742
Intensity,F0eq_Int_Orig_2_10_con,2.119,198.9,192.3,24.4,159.8,244,84.2,91.51,91.05,2.1,8.12,15.45,7.33,59.9,58.2,18.3,0.00777,0.00201,0.00387,0.0006,0.11669,0.08326,0.05195,1.76,-14,-16,13.8,0.1259,0.00777,0.00201,0.11669,0.05195
Intensity,F0eq_Int_Orig_2_1_con,2.24,200.6,207.5,31,141.7,243.7,102,91.56,92.37,2.78,6.05,15.42,9.37,58.7,58,21.1,0.00834,0.00153,0.00271,0.0008,0.09685,0.08459,0.04175,4.11,-17.1,-14.2,14.4,0.1011,0.00834,0.00153,0.09685,0.04175
Intensity,F0eq_Int_Orig_2_2_con,1.86,194,191.2,30.5,155.8,246.8,91,90.99,90.94,2.69,7.68,15.64,7.96,60.1,57.5,25.1,0.00732,0.00191,0.00375,0.0008,0.12379,0.08315,0.04818,3.93,-18.3,-11.8,13.5,0.146,0.00732,0.00191,0.12379,0.04818
Intensity,F0eq_Int_Orig_2_4_con,2.091,200,201.8,20.3,168.9,240.7,71.8,91.64,91.88,1.77,9.08,15.2,6.13,62.1,59.6,27,0.00787,0.00207,0.00403,0.0005,0.10714,0.07612,0.03876,3.5,-14.9,-13.8,14.4,0.1114,0.00787,0.00207,0.10714,0.03876
Intensity,F0eq_Int_Orig_2_5_con,2.54,204.9,198.4,20,177.2,256.5,79.3,92.06,91.59,1.66,9.9,16.31,6.4,59.7,58.7,16.9,0.00867,0.00191,0.0037,0.0007,0.12262,0.15258,0.05174,3.8,-14.3,-15.2,13.6,0.1279,0.00867,0.00191,0.12262,0.05174
Intensity,F0eq_Int_Orig_2_6_con,2.419,205,196.2,30.7,166.7,271.1,104.5,91.97,91.39,2.49,8.84,17.27,8.42,60.6,59.2,16.8,0.0092,0.0026,0.00438,0.0009,0.11487,0.10012,0.05025,8.19,-15.2,-15.8,14.3,0.1347,0.0092,0.0026,0.11487,0.05025
Intensity,F0eq_Int_Orig_2_7_con,2.135,199.2,192.2,24.2,165.7,248.5,82.8,91.54,91.04,2.04,8.74,15.76,7.02,59.5,57.6,16.8,0.00799,0.00206,0.00421,0.0006,0.1221,0.09638,0.05242,4.6,-17.2,-15.2,13.5,0.1438,0.00799,0.00206,0.1221,0.05242
Intensity,F0eq_Int_Orig_2_9_con,1.918,202.7,200.7,57,84.6,322.2,237.6,91.22,91.79,5.25,-2.89,20.25,23.15,59.9,58.8,19.5,0.01126,0.00297,0.00436,0.0017,0.12352,0.10569,0.0563,-1.44,-17.1,-21.9,13.3,0.1467,0.01126,0.00297,0.1237,0.05671
Intensity,F0eq_Int_Orig_3_10_con,1.617,100.7,99.8,13.4,75.8,125.9,50.2,79.69,79.69,2.31,-4.81,3.99,8.79,70.1,66.7,22.2,0.01672,0.00416,0.00923,0.0013,0.12363,0.11195,0.04559,2.86,-14,-21.9,12.6,0.1342,0.01672,0.00416,0.12363,0.04559
Intensity,F0eq_Int_Orig_3_1_con,1.544,101.3,102.9,12.9,78.1,121.6,43.5,79.81,80.22,2.26,-4.28,3.38,7.66,69,66.7,32.3,0.02042,0.00565,0.00977,0.0013,0.13058,0.15314,0.0455,0.56,-17,-19.1,12.3,0.158,0.02042,0.00565,0.13058,0.0455
Intensity,F0eq_Int_Orig_3_2_con,1.772,101.7,99.7,15.1,77.3,138.3,60.9,79.84,79.67,2.44,-4.45,5.61,10.06,68.2,65.6,25.6,0.01487,0.00268,0.00644,0.0014,0.11745,0.0995,0.04765,-1.29,-15.9,-14.8,14.5,0.0696,0.01487,0.00268,0.11745,0.04765
Intensity,F0eq_Int_Orig_3_4_con,1.734,100.7,100.6,11.3,78.1,124.3,46.2,79.74,79.83,1.93,-4.27,3.77,8.04,70,67.7,29.1,0.01394,0.00314,0.0068,0.0011,0.11007,0.1343,0.04006,1.75,-12.8,-14.7,13.6,0.1087,0.01394,0.00314,0.11007,0.04006
Intensity,F0eq_Int_Orig_3_5_con,2.287,101.3,101.5,10.6,76.2,125.7,49.5,79.85,79.99,1.84,-4.66,3.96,8.62,66.4,64.1,22.3,0.0171,0.00334,0.00733,0.001,0.11959,0.13266,0.03955,-2.14,-14.6,-14.5,13.1,0.1008,0.0171,0.00334,0.11959,0.03955
Intensity,F0eq_Int_Orig_3_6_con,1.949,103.5,102.4,11.7,77.3,120,42.8,80.2,80.14,2,-4.46,3.16,7.63,67.4,64.5,24.7,0.01823,0.00471,0.00891,0.0011,0.10602,0.12699,0.03376,4.11,-15.7,-18.6,13.3,0.1293,0.01823,0.00471,0.10602,0.03376
Intensity,F0eq_Int_Orig_3_7_con,1.799,102,94.6,20.1,78,138.3,60.4,79.75,78.76,3.28,-4.3,5.62,9.92,67.8,64.2,21.9,0.01639,0.00403,0.00787,0.0018,0.09292,0.0984,0.02583,2.61,-14.8,-18.5,12.5,0.1623,0.01639,0.00403,0.09292,0.02583
Intensity,F0eq_Int_Orig_3_9_con,1.834,100.9,98.4,15.8,80.1,146,65.9,79.69,79.45,2.51,-3.84,6.55,10.39,68.9,66.3,27.5,0.01842,0.00438,0.00945,0.0016,0.12458,0.11064,0.0443,-0.24,-18.2,-19.6,11.8,0.1617,0.01842,0.00438,0.12458,0.0443
Intensity,F0eq_Int_Orig_4_10_con,2.848,201.2,203.2,25.4,140.4,244.8,104.5,91.69,92,2.23,5.87,15.5,9.63,74.1,71,27.4,0.00849,0.00211,0.00402,0.0006,0.04622,0.03658,0.01657,4.03,-14.2,-16.3,18.2,0.0748,0.00849,0.00211,0.04622,0.01657
Intensity,F0eq_Int_Orig_4_1_con,2.242,200,205.4,32.1,141.3,257.8,116.6,91.5,92.18,2.89,5.98,16.4,10.41,74.1,71.5,32.7,0.0109,0.00234,0.00483,0.0008,0.08543,0.08957,0.02625,4.12,-16,-20.5,16.9,0.0889,0.0109,0.00234,0.08543,0.02625
Intensity,F0eq_Int_Orig_4_2_con,2.343,200.8,189,31.1,151.1,252.4,101.3,91.59,90.75,2.66,7.15,16.03,8.88,73,70.5,31.1,0.01177,0.00385,0.00731,0.0008,0.07528,0.05567,0.0239,6.09,-16.4,-19.4,17.7,0.1117,0.01177,0.00385,0.07528,0.0239
Intensity,F0eq_Int_Orig_4_4_con,2.66,200.2,199.2,35,138.3,298.2,159.9,91.49,91.66,2.93,5.62,18.92,13.3,73.9,71.5,43,0.00982,0.00233,0.00455,0.0008,0.07638,0.06204,0.02389,5.44,-15.3,-16.6,17.1,0.0755,0.00982,0.00233,0.07638,0.02389
Intensity,F0eq_Int_Orig_4_5_con,3.071,199.2,195.7,26.1,149.3,297.5,148.2,91.52,91.35,2.19,6.95,18.87,11.92,73.2,71.5,22.6,0.0109,0.0022,0.00423,0.0006,0.07523,0.06374,0.02469,8.36,-14.5,-14.9,16.5,0.0813,0.0109,0.0022,0.07523,0.02469
Intensity,F0eq_Int_Orig_4_6_con,2.928,200.7,192.8,33.3,143.4,276.7,133.3,91.56,91.09,2.79,6.24,17.62,11.38,73.4,70.6,23.4,0.0078,0.00161,0.00333,0.0008,0.0875,0.073,0.03568,4.59,-12.4,-17.8,17.2,0.0801,0.0078,0.00161,0.0875,0.03568
Intensity,F0eq_Int_Orig_4_7_con,2.589,199.6,187.2,38.4,149.7,289.9,140.3,91.39,90.58,3.19,6.98,18.43,11.45,72.4,69.6,29.9,0.01039,0.00264,0.00551,0.001,0.06767,0.06603,0.021,7.62,-15.2,-20.5,16.6,0.1009,0.01039,0.00264,0.06767,0.021
Intensity,F0eq_Int_Orig_4_9_con,2.532,200.2,195.7,45.4,133.8,302.9,169.1,91.33,91.35,3.69,5.05,19.19,14.14,74.4,72.9,25.8,0.01052,0.0022,0.00474,0.0011,0.06746,0.06109,0.0224,1.33,-14.7,-18.3,17.1,0.0967,0.01052,0.0022,0.06746,0.0224
Intensity,F0eq_Int_Orig_5_10_con,2.091,199.7,197.9,19,162.6,241.7,79.1,91.62,91.55,1.65,8.43,15.28,6.85,67.6,67,20.7,0.0056,0.00101,0.00196,0.0005,0.08143,0.07216,0.03002,3.56,-15.4,-17.9,17.6,0.0621,0.0056,0.00101,0.08143,0.03002
Intensity,F0eq_Int_Orig_5_1_con,1.909,198.4,197.2,24.9,158.4,249.5,91.1,91.46,91.49,2.13,7.99,15.83,7.84,66.1,65.3,29.7,0.0087,0.00201,0.00415,0.0006,0.0928,0.1316,0.02525,1.31,-15.3,-18.3,17,0.0834,0.0087,0.00201,0.0928,0.02525
Intensity,F0eq_Int_Orig_5_2_con,1.994,201,201.4,28.3,163.2,250.6,87.5,91.64,91.85,2.42,8.48,15.9,7.42,68.9,68.7,29.8,0.00585,0.00146,0.00283,0.0007,0.08191,0.09944,0.02499,3.61,-13.6,-14.8,18,0.0772,0.00585,0.00146,0.08191,0.02499
Intensity,F0eq_Int_Orig_5_4_con,2.111,200.3,205.6,22.4,157,239.1,82.1,91.65,92.21,1.95,7.81,15.09,7.28,68.7,68.3,32.6,0.00638,0.00114,0.00199,0.0006,0.09707,0.10763,0.03481,1.39,-14.1,-15.3,17.3,0.0602,0.00638,0.00114,0.09707,0.03481
Intensity,F0eq_Int_Orig_5_5_con,2.36,200.3,191.7,31.4,157.4,263.1,105.7,91.55,90.99,2.65,7.86,16.75,8.89,70.3,69.5,21,0.00785,0.00164,0.00311,0.0008,0.09529,0.09059,0.02678,1.43,-12.3,-13,16,0.0883,0.00785,0.00164,0.09529,0.02678
Intensity,F0eq_Int_Orig_5_6_con,2.081,199.6,194.7,25,154,240.6,86.5,91.56,91.26,2.17,7.49,15.2,7.71,68.6,66.3,20.3,0.00533,0.00086,0.00196,0.0006,0.07392,0.07552,0.02611,4.12,-14.6,-19.2,18.7,0.0377,0.00533,0.00086,0.07389,0.02607
Intensity,F0eq_Int_Orig_5_7_con,2.226,197.5,189.3,32.6,145.2,269.3,124.1,91.28,90.78,2.81,6.47,17.15,10.68,70,69.2,23.8,0.00717,0.00121,0.00241,0.0009,0.07977,0.08239,0.02241,2.44,-11.4,-15.6,16.7,0.0604,0.00717,0.00121,0.07977,0.02241
Intensity,F0eq_Int_Orig_5_9_con,1.991,199.7,186.1,43.2,149.8,292.5,142.7,91.33,90.48,3.51,7.01,18.58,11.57,71.1,69.1,21.9,0.00692,0.00136,0.00289,0.001,0.09541,0.09757,0.03483,-0.78,-12.1,-20.5,16.5,0.081,0.00692,0.00136,0.09541,0.03483
Intensity,F0eq_Int_Orig_6_10_con,1.984,198.9,198,17.1,155.2,237.1,81.9,91.56,91.55,1.52,7.61,14.95,7.34,74.6,72.3,20.4,0.00639,0.00106,0.00226,0.0004,0.06196,0.06633,0.01607,2.52,-16.2,-27.9,20,0.0418,0.00639,0.00106,0.06196,0.01607
Intensity,F0eq_Int_Orig_6_1_con,2.068,199.3,192.2,26.6,157.6,271.5,113.9,91.52,91.04,2.25,7.9,17.29,9.39,73.5,71.5,26.5,0.00951,0.00217,0.00413,0.0006,0.06513,0.054,0.02,3.42,-15.1,-22.7,17.9,0.0677,0.00951,0.00217,0.06513,0.02
Intensity,F0eq_Int_Orig_6_2_con,2.056,200.6,194.8,20.4,170.4,237.8,67.4,91.69,91.27,1.73,9.23,15,5.77,73.7,72.3,31.3,0.0064,0.00164,0.00341,0.0005,0.06816,0.078,0.02011,2.94,-20.7,-20.2,19.6,0.0518,0.0064,0.00164,0.06816,0.02011
Intensity,F0eq_Int_Orig_6_4_con,2.808,199.4,204.7,22.5,151.6,248.1,96.4,91.56,92.12,1.99,7.2,15.73,8.52,74,72,31.5,0.00721,0.00135,0.00272,0.0006,0.05333,0.04861,0.01663,1.8,-18.8,-21.3,20.1,0.0401,0.00721,0.00135,0.05333,0.01663
Intensity,F0eq_Int_Orig_6_5_con,2.668,199.6,196,30.2,136.8,274.7,137.9,91.5,91.37,2.57,5.42,17.49,12.07,74.3,72.8,19.9,0.0099,0.00146,0.00322,0.0008,0.08193,0.08667,0.02307,1.76,-16.1,-22.3,17.5,0.0512,0.0099,0.00146,0.08193,0.02307
Intensity,F0eq_Int_Orig_6_6_con,2.11,199.5,197.2,22.3,163,243,80,91.57,91.48,1.94,8.46,15.37,6.91,74.1,72.9,20.3,0.00653,0.00138,0.00294,0.0006,0.07156,0.08371,0.02263,0.82,-13.6,-25.3,19.7,0.0476,0.00653,0.00138,0.07156,0.02263
Intensity,F0eq_Int_Orig_6_7_con,2.377,198.5,191.9,22.5,161.7,274.6,112.9,91.49,91.01,1.91,8.32,17.45,9.13,72.5,71.1,24.1,0.0073,0.00168,0.00315,0.0006,0.08221,0.08097,0.02566,4.96,-18.4,-21.5,18.4,0.0534,0.0073,0.00168,0.08221,0.02566
Intensity,F0eq_Int_Orig_6_9_con,2.296,199,196.4,28,160.1,271.7,111.6,91.48,91.41,2.35,8.15,17.3,9.15,74.6,74.3,19.6,0.00609,0.00118,0.0025,0.0007,0.09095,0.09634,0.03149,3.09,-16.1,-22.7,19.3,0.0423,0.00609,0.00118,0.09095,0.03149
Intensity,F0eq_Int_Orig_7_10_con,1.92,100,100.2,9.1,83.1,116.6,33.5,79.66,79.76,1.59,-3.2,2.66,5.86,72.6,70.4,20.9,0.01308,0.00412,0.00743,0.0009,0.12251,0.11462,0.04405,-1.97,-19.4,-22.3,14.6,0.0906,0.01308,0.00412,0.12251,0.04405
Intensity,F0eq_Int_Orig_7_1_con,1.793,100.3,98.3,9.7,84,117.2,33.2,79.69,79.42,1.66,-3.03,2.74,5.77,73.2,70.4,27.9,0.01191,0.0032,0.00712,0.001,0.1176,0.20618,0.03736,-2.02,-18.6,-18.6,12.9,0.0947,0.01191,0.0032,0.1176,0.03736
Intensity,F0eq_Int_Orig_7_2_con,1.914,100,101,9.2,84.5,114.9,30.3,79.65,79.89,1.6,-2.9,2.4,5.3,72.4,71.4,28.7,0.01018,0.00271,0.00569,0.0009,0.12592,0.10332,0.04655,1.14,-19.1,-15.6,14.2,0.0821,0.01018,0.00271,0.12592,0.04655
Intensity,F0eq_Int_Orig_7_4_con,2.065,104.5,105.6,5.1,90.9,113.6,22.7,80.47,80.66,0.86,-1.64,2.2,3.85,72.7,70.5,34.6,0.01112,0.0041,0.00768,0.0005,0.09983,0.09392,0.03868,-0.06,-22.6,-18.4,14.8,0.1327,0.01112,0.0041,0.09983,0.03868
Intensity,F0eq_Int_Orig_7_5_con,2.621,99,97.9,7.1,86,114.5,28.4,79.52,79.35,1.24,-2.6,2.34,4.94,72.2,70.8,19,0.01301,0.00389,0.00755,0.002,0.13118,0.13905,0.05346,-3.06,-17.7,-17,13.8,0.1146,0.01301,0.00389,0.13118,0.05346
Intensity,F0eq_Int_Orig_7_6_con,2.025,104,102.5,7.4,90.1,120,30,80.35,80.15,1.23,-1.81,3.16,4.97,72.4,70.3,16.7,0.01196,0.00308,0.00619,0.0007,0.13281,0.15065,0.05735,-0.68,-16.8,-22,13.8,0.0964,0.01196,0.00308,0.13281,0.05735
Intensity,F0eq_Int_Orig_7_7_con,1.921,98.9,96.9,9.3,85.3,123.5,38.2,79.46,79.18,1.61,-2.75,3.65,6.39,71.6,69.8,23.1,0.01516,0.00542,0.0093,0.0009,0.11648,0.15235,0.04735,1.26,-20,-18.9,11.7,0.2214,0.01516,0.00542,0.11648,0.04735
Intensity,F0eq_Int_Orig_7_9_con,1.92,99.2,95.8,12.1,81.1,129.4,48.3,79.47,78.98,2.03,-3.6,4.45,8.04,73.3,71.8,19.5,0.01418,0.0044,0.0078,0.0012,0.10953,0.1151,0.04277,-0.96,-17.4,-21.5,14.3,0.0974,0.01418,0.0044,0.10953,0.04277
Intensity,F0eq_Int_Orig_8_10_con,1.452,100.4,101,6.6,85.9,113.4,27.5,79.77,79.89,1.15,-2.63,2.18,4.81,72.4,70.4,20.7,0.01375,0.00447,0.00872,0.0006,0.19879,0.38086,0.07193,-0.13,-15.9,-21.8,12.8,0.1524,0.01375,0.00447,0.19879,0.07193
Intensity,F0eq_Int_Orig_8_1_con,1.531,100,100.9,5.6,88,113.6,25.6,79.69,79.88,0.98,-2.21,2.21,4.42,66.9,63.7,25,0.01343,0.004,0.00846,0.0006,0.14273,0.20559,0.04462,1.16,-15.1,-18.9,12.5,0.1247,0.01343,0.004,0.14273,0.04462
Intensity,F0eq_Int_Orig_8_2_con,1.562,100.8,101.9,7.8,79.8,111.4,31.6,79.82,80.05,1.37,-3.9,1.87,5.77,69.8,67.4,23.9,0.01431,0.00452,0.00844,0.0007,0.13928,0.12596,0.04083,0.39,-17.1,-14.4,10.9,0.2126,0.01431,0.00452,0.13928,0.04083
Intensity,F0eq_Int_Orig_8_4_con,1.876,100.7,102.8,5.7,85.8,110.6,24.7,79.82,80.21,1,-2.65,1.74,4.38,72.1,68.4,39.1,0.01254,0.00402,0.00814,0.0006,0.14576,0.12798,0.04604,-4,-17.2,-17.9,13.5,0.1396,0.01254,0.00402,0.14576,0.04604
Intensity,F0eq_Int_Orig_8_5_con,1.95,99.8,98.5,11.2,81.3,120.2,38.8,79.57,79.47,1.94,-3.56,3.18,6.75,70.3,68.4,22,0.01883,0.00642,0.01156,0.0011,0.15907,0.16378,0.04797,0.79,-16,-18,11.5,0.1706,0.01883,0.00642,0.15907,0.04797
